zi	pinyin
鑫	xīn
鑾	luán
鑿	záo
釒	jīn
釔	yǐ
釓	gá
釗	zhāo
針	zhēn
釘	dīng
釙	pō
釕	liǎo
釛	hé
釟	bā
釖	dāo
釡	fǔ
釠	luàn
釢	nǎi
釚	qiú
釞	zhí
釱	dì
釭	gāng
釫	huá
釷	tǔ
釬	hàn
釦	kòu
釺	qiān
釧	chuàn
釤	shān
釣	diào
釩	fán
釵	chāi
釹	nǚ
釪	huá
釰	rì
釼	rì
釥	qiǎo
釯	máng
釮	qí
釻	qiú
鈒	sà
釶	shī
釲	sì
釳	xì
釸	xī
釴	yì
釨	zǐ
鈇	fū
鈜	hóng
鈚	pī
釾	yá
鈆	qiān
鈃	xíng
鈣	gài
鈦	tài
鈈	bù
鉅	jù
鈍	dùn
鈔	chāo
鈉	nà
鈐	qián
鈞	jūn
鈎	gōu
鈑	bǎn
鈄	dǒu
鈁	fāng
鈧	kàng
鈥	huǒ
鈀	bǎ
鈕	niǔ
鈂	chén
鈟	diào
鈗	yǔn
鈬	duo
鈋	é
鈛	guō
釿	jīn
鈌	jué
鈩	lu
鈪	è
釽	pī
鈊	xīn
鈙	qín
鈓	rèn
鈤	rì
鈫	qín
鈢	xǐ
鈘	yǐ
鈠	yì
鉯	yǐ
鈏	yǐn
鈝	yín
鈨	hā bā kī
鈅	yuè
鈡	zhōng
鉧	mǔ
鉮	shén
鉥	shù
鈺	yù
鉦	zhēng
鉗	qián
鈷	gǔ
鉢	bō
鉕	pǒ
鈳	kē
鈽	bū
鈸	bó
鉞	yuè
鉏	chú
鉬	mù
鉭	tǎn
鈿	diàn
鉀	jiǎ
鈾	yóu
鉠	yāng
鈴	líng
鉑	bó
鉤	gōu
鉛	qiān
鉋	bào
鉚	mǎo
鉈	tā
鈰	shì
鉉	xuàn
鉍	bì
鈹	pí
鈮	ní
鉡	bàn
鉳	běi
鈵	bǐng
鉆	zuān
鉓	chì
鈶	sì
鉪	dì
鉘	fú
鉜	fú
鈲	gū
鉌	hé
鉫	jiā
鉣	jié
鉲	kǎ
鉱	kuàng
鉝	lì
鈱	mín
鉨	xǐ
鉩	xǐ
鉟	pī
銏	shàn
鉎	shēng
鉂	shǐ
鉃	shì
鉇	shī
鉐	shí
鈻	sì
鉰	sī
鉄	tiě
鉖	tóng
鈯	tú
鉔	zā
鉙	zhǎi
鉊	zhāo
鉁	zhēn
鉒	zhù
鈼	zuó
鋋	chán
鉷	hóng
銜	xián
銒	xíng
鉶	xíng
銠	lǎo
銬	kào
銍	zhì
鋩	máng
鉺	ěr
銪	yǒu
鋮	chéng
銕	tiě
鋣	yé
銅	tóng
鋁	lǚ
銱	diào
銦	yīn
銓	quán
鉿	hā
銚	diào
銖	zhū
銑	xiǎn
銩	diū
銛	xiān
鋌	tǐng
銘	míng
鉻	gè
錚	zhēng
銫	sè
銨	ǎn
鉸	jiǎo
銥	yī
銃	chòng
銀	yín
銣	rú
銭	qián
鉼	bǐng
銟	chā
鉹	chǐ
銧	guāng
銗	hóu
銊	xù
銈	jī
銡	jí
銄	xiǎng
銁	jūn
銙	kuǎ
銇	lèi
鉾	máo
銤	mǐ
銆	mò
銔	pī
銢	pǐ
銋	rén
鉽	shì
銉	yù
銯	kǎ sī gā yī
鉵	tóng
銝	xiū
銂	zhōu
銌	zùn
銶	qiú
鋗	xuān
鋜	zhuó
鋕	zhì
鋙	wú
銾	hòng
鋱	tè
鋪	pū
銷	xiāo
鋤	chú
鋰	lǐ
鋥	zèng
鋇	bèi
銼	cuò
鋯	gào
鋝	luè
銹	xiù
鋨	é
鋒	fēng
鋅	xīn
鋶	liǔ
鋭	ruì
銻	tī
鋃	láng
鋟	qǐn
鋦	jū
錒	ā
鋲	biɑo
鋍	bó
鋓	chān
鋑	juān
鋀	tōu
銳	ruì
錺	kǎ zā lī
銽	xiān
銲	hàn
鋎	hàn
鋡	hán
鋐	hóng
鋘	huá
錵	huā
鋏	jiá
鋄	wàn
鋞	xíng
銵	kēng
錓	kōng
鋛	kuàng
鋢	luè
鋂	méi
銸	zhé
鋠	shèn
鋖	sī
鋉	sù
鋵	tū
鋔	wǎn
鋧	xiàn
銿	zhōng
鋊	yù
鋴	zhen
鋳	zhù
鋹	chǎng
錞	chún,duì
錤	jī
鎯	láng
錡	qí
錔	tà
錣	zhuì
鍺	zhě
錯	cuò
鍩	nuò
錨	máo
錆	qīng
錛	bēn
錸	lái
鋼	gāng
鍀	dé
錁	kè
錫	xī
錮	gù
鍋	guō
錕	kūn
錘	chuí
鍃	huò
錐	zhuī
錦	jǐn
鍁	xiān
錟	tán
錠	dìng
錇	péi
錈	juǎn
鍆	mén
鍵	jiàn
鋸	jù
錳	měng
録	lù
錌	àn
錍	pī
錋	péng
錶	biǎo
鋿	shǎng
錩	chāng
鋽	diào
錭	diāo
鍅	fɑ
錀	lún
錷	gá
錎	xiàn
錧	guǎn
錿	hǔ
錢	qián
錬	liàn
錽	wàn
錹	kěn
錑	lèi
鍄	liàng
錂	líng
錄	lù
錴	lù
錉	mín
錼	nài
錗	nèi
鋷	zuì
錜	niè
錰	shù
鋾	táo
錪	tiǎn
鋺	yuǎn
錻	bū
錏	yā
鍈	yāng
鎁	yé
錥	yù
鍣	zhāo
錙	zī
錝	cóng
錊	zuì
鎝	dā
鍮	tōu
鍚	yáng
鍿	zī
鍥	qiè
鍊	liàn
鍼	zhēn
鍇	kǎi
鍘	zhá
鍶	sī
鍔	è
鍰	huán
鍤	chā
鍬	qiāo
鍛	duàn
鎪	sōu
鍠	huáng
鎄	āi
鍍	dù
鎂	měi
鎡	zī
鎇	méi
鍽	biān
鎈	cuō
鍖	chěn
鍉	chí
鎚	chuí
鍴	duān
鍑	fù
鍢	fù
鎅	jiè
鍧	hōng
鍭	hóu
鍸	hú
鍓	jí
鍻	jié
鍕	jūn
鍞	kēng
鍨	kuí
鍷	kuí
鍲	mín
鎃	pài
鎆	qiɑn
鍒	róu
鍟	shēng
鍦	shī
鎹	kā sū gāi
鍗	tí
鍎	tú
鍐	zōng
鍏	wéi
鍡	wěi
鎾	wen
鍜	xiá
鍱	yè
鎀	xiū
鍹	xuān
鍝	yú
鍾	zhōng
鍯	cōng
鎺	hā bā kī
鎞	bī,pī
鎟	sǎng
鎓	wēng
鏵	huá
鏌	mò
鎘	gé
鎭	zhèn
鎛	bó
鎖	suǒ
鎧	kǎi
鎗	qiāng
鎿	ná
鏈	liàn
鎩	shā
鎸	juān
鎳	niè
鎢	wū
鎦	liú
鎌	lián
鎋	xiá
鎵	jiā
鎔	róng
鎊	bàng
鎬	gǎo
鎰	yì
鎻	suǒ
鏎	bì
鎉	dā
鎽	fēng
鏠	fēng
鎠	gāng
鎑	yè
鎶	gē
鎒	nòu
鎤	huàng
鎫	wàn
鎎	kài
鎷	mǎ
鎍	suǒ
鎙	shuò
鎨	sǔn
鎕	táng
鎲	tǎng
鎮	zhèn
鎼	xià
鎴	xí
鏅	xiū
鎐	yáo
鎱	yuán
鏦	cōng
鐄	huáng
鏚	qī
鐯	zhuō
鏗	kēng
鏢	biāo
鏤	lòu
鏜	tāng
鏝	màn
鏰	bèng
鏡	jìng
鏑	dí
鏟	chǎn
鏞	yōng
鏃	zú
鏇	xuàn
鏘	qiāng
鏁	suǒ
鏐	liú
鏕	lù
鏒	sǎn
鏪	cáo
鏛	shǎng
鏙	cuī
鏆	guàn
鐹	guò
鏩	jiàn
鏮	kāng
鏂	ōu
鏫	lí
鏀	lǔ
鏍	luó
鏋	mǎn
鏲	qiɑn
鏉	shòu
鏣	shù
鏯	shuɑng
鏄	tuán
鏏	wèi
鏭	xī
鏬	xià
鐌	xiàng
鏥	xiù
鐊	xī
鏔	yí
鏱	zhɑng
鏓	cōng
鐍	jué
鏻	lín
鏺	pō
鐥	shàn
鐒	láo
鐃	náo
鐐	liào
鐔	xín
鐝	jué
鏷	pú
鐫	juān
鐘	zhōng
鐠	pǔ
鐓	duī
鐋	tàng
鐦	kāi
鐧	jiǎn
鐗	jiǎn
鐨	fèi
鐙	dèng
鏹	qiǎng
鏳	zhēng
鏿	chēng
鐽	dá
鐡	tē te su
鐤	dǐng
鐇	fán
鐞	nòu
鏸	huì
鏶	jí
鐖	jī
鐎	jiāo
鐀	guì
鐂	liú
鐈	qiáo
鐑	qì
鐉	quān
鏾	sǎn
鏼	sè
鐁	sī
鐩	suì
鐟	zān
鐷	yè
鐚	yā
鐛	yǐng
鐭	yù
鐕	zān
鐣	chēng
鐏	zūn
鑀	ài
鐻	jù
鐳	léi
鐵	tiě
鑊	huò
鐺	dāng
鐸	duó
鐶	huán
鐲	zhuó
鐿	yì
鐮	lián
鏽	xiù
鐴	bì
鐰	qiāo
鑉	hé
鐬	huì
鐱	jiàn
鏴	lù
鐪	lǔ
鑝	péng
鑓	yā rī
鑁	zōng
鑌	bīn
鑄	zhù
鑑	jiàn
鑔	chǎ
鑛	kuàng
鑃	diào
鑅	héng
鑇	jī
鑧	kuɑn
鑎	guì
鑖	miè
鑈	niè
鑏	níng
鑐	xū
鑂	xùn
鑆	zhuì
鑣	biāo
鑢	lǜ
鑚	zuān
鑤	bào
鑠	shuò
鑕	zhì
鑥	lǔ
鑞	là
鑡	chuò
鑟	dú
鑙	jī
鑘	léi
鑗	lí
鑜	shǎng
鑦	xiɑn
鑪	lú
鑮	bó
鑩	è
鑬	jiàn
鑶	cáng
鑱	chán
鑰	yuè
鑲	xiāng
鑭	lán
鑵	guàn
鑯	jiān
鑳	jiàn
鑨	lóng
鑷	niè
鑹	cuān
鑸	lěi
鑺	qú
鑴	xī
鑼	luó
鑽	zuān
鑻	pàn
钁	jué
钂	tǎng
钄	làn
钀	niè
钃	zhú
隶	lì
隷	lì
隸	lì
門	mén
閂	shuān
閁	mà
閃	shǎn
閄	huò
閅	mén
閆	yán
閉	bì
閈	hàn
閇	bì
閊	cī kā ɑī lū
閑	xián
開	kāi
閎	hóng
間	jiān
閒	xián
閔	mǐn
閌	kāng
閗	dòu
閍	bēng
閏	rùn
閐	sàn
閖	lào
閕	xiā
閟	bì
閠	rùn
閘	zhá
閙	nào
閞	biàn
閜	xiǎ
閝	líng
閛	pēng
閚	zhān
閤	gé
閧	hòng
閨	guī
閩	mǐn
閭	lǘ
閥	fá
閣	gé
閡	hé
関	guān
閦	chù
閰	jú
閪	sē
閮	tíng
閫	kǔn
閴	qù
閲	yuè
閬	làng
閳	chǎn
閯	shà
閱	yuè
閾	yù
閹	yān
闍	dū
閶	chāng
閿	wén
閻	yán
閽	hūn
閼	è
闁	bāo
闂	hòng
閸	kǔn
閵	lìn
閷	shā
閺	wén
闇	àn
闉	yīn
闌	lán
闆	bǎn
闃	qù
闅	wén
闊	kuò
闋	què
闈	wéi
闀	hòng
闏	pɑi yìng
闎	quɑn
闄	yǎo
闖	chuǎng
闔	hé
闐	tián
闓	kǎi
闒	tà
闕	què
闘	dòu
闗	guān
闑	niè
闚	kuī
闝	piáo
闞	kàn
關	guān
闛	táng
闙	qǐ
闠	huì
闡	chǎn
闥	tà
闟	xì
闤	huán
闢	pì
闣	dāng
闦	wén
靣	miàn
靑	qīng
青	qīng
靓	jìng,liàng
靔	tiān
靖	jìng
靕	zhèng
静	jìng
靗	chēng
靘	qìng
靚	jìng
靛	diàn
靜	jìng
靝	tiān
飠	shí
食	sì,shí,yì
飣	dìng
飤	sì
飢	jī
飦	zhān
飥	tuō
飡	cān
飧	sūn
飨	xiǎng
飩	tún
飪	rèn
飫	yù
飭	chì
飯	fàn
飲	yǐn
飱	sūn
飰	fàn
飾	shì
飽	bǎo
飼	sì
飿	duò
飴	yí
飹	bǎo
飶	bì
餀	hài
飷	jiě
飬	yǎng
飻	tiè
飳	zhù
飮	yǐn
飵	zuò
餂	tiǎn
養	yǎng
餌	ěr
餄	hé
餁	rèn
餉	xiǎng
餎	lè
餃	jiǎo
餏	xī
餅	bǐng
飸	tāo
餇	tóng
餆	yáo
餔	bū
餗	sù
餍	yàn
餈	cí
餑	bō
餖	dòu
餒	něi
餘	yú
餓	è
餕	jùn
餝	shì
飺	cí
餋	juàn
餙	shì
餐	cān
餤	dàn
餩	ě
餦	zhāng
餠	bǐng
餞	jiàn
餜	guǒ
餛	hún
餚	yáo
餧	wèi
餡	xiàn
館	guǎn
餢	bù
餣	yè
餟	chuò
餲	ài,hé
餬	hú
餭	huáng
餳	xíng
餷	chā
餫	yùn
餶	gǔ
餵	wèi
餿	sōu
餱	hóu
餽	kuì
餥	fēi
餯	huì
餰	jiān
餪	nuǎn
餸	sòng
饂	wen
饆	bì
餮	tiè
饁	yè
饃	mó
餺	bó
餼	xì
餾	liù
饈	xiū
餻	gāo
餹	táng
饀	táo
饉	jǐn
饅	mán
饄	táng
饇	yù
饐	yì
饗	xiǎng
饒	ráo
饋	kuì
饍	shàn
饊	sǎn
饌	zhuàn
饑	jī
饓	chēng
饎	xī
饏	dàn
饘	zhān
饚	hài
饛	méng
饖	wèi
饕	tāo
饔	yōng
饜	yàn
饝	mó
饟	xiǎng
饞	chán
饠	luó
饡	zàn
饢	náng
鱼	yú
鱽	dāo
鱾	jǐ
鲃	bā
鲂	fáng
鲁	lǔ
鲀	tún
鱿	yóu
鲅	bà,bō
鲍	bào
鲌	bó
鲋	fù
鲎	hòu
鲈	lú
鲇	nián
鲏	pí
鲆	píng
鲐	tái
鲉	yóu
鲊	zhǎ
鲄	hé
鲕	ér
鲑	guī,huá,xié
鲘	hòu
鲚	jì
鲛	jiāo
鲒	jié
鲙	kuài
鲖	tóng
鲔	wěi
鲜	xiǎn,xiān
鲞	xiǎng
鲟	xún
鲗	zéi
鲝	zhǎ
鲓	kào
鲠	gěng
鲧	gǔn
鲩	huàn
鲫	jì
鲣	jiān
鲪	jūn
鲡	lí
鲤	lǐ
鲢	lián
鲨	shā
鲥	shí
鲦	tiáo
鲬	yǒng
鲳	chāng
鲷	diāo
鲱	fēi
鲴	gù
鲸	jīng
鲲	kūn
鲮	líng
鲵	ní
鲯	qí
鲭	qīng,zhēng
鲺	shī
鲻	zī
鲰	zōu
鲹	shēn
鲶	nián
鲾	bī
鳊	biān
鲿	cháng
鲽	dié
鳄	ě
鳆	fù
鳇	huáng
鳉	jiāng
鳈	quán
鳃	sāi
鳀	tí
鳂	wēi
鳁	wēn
鳅	qiū
鳋	sāo
鳌	áo
鳏	guān
鳑	páng
鳍	qí
鳎	tǎ
鳐	yáo
鳒	jiān
鳔	biào
鳖	biē
鳗	mán
鳘	mǐn
鳚	wèi
鳕	xuě
鳓	lè
鳙	yōng
鳛	xí
鳜	guì,jué
鳞	lín
鳝	shàn
鳟	zūn
鳡	gǎn
鳠	hù
鳢	lǐ
鳣	zhān
鳤	guǎn
雨	yù,yǔ
雪	xuě
雩	yú
雫	nǎ
雭	sè
雳	lì
雱	pāng
雯	wén
雲	yún
雬	fǒu
雮	mù
雹	báo
雷	léi,lèi
零	líng
雾	wù
電	diàn
雸	án
雴	chì
雼	dàng
雽	hū
雺	wù
雵	yāng
霁	jì
霆	tíng
需	xū
雿	diào
霉	méi
霂	mù
霈	pèi
霄	xiāo
霅	zhà
震	zhèn
霃	chén
霊	líng
霏	fēi
霍	huò
霖	lín
霓	ní
霎	shà
霙	yīng
霑	zhān
霐	hóng
霗	líng
霋	qī
霕	tún
霒	yīn
霌	zhōu
霔	shù
霜	shuāng
霞	xiá
霡	mài
霘	dòng
霟	hóng
霛	líng
霝	líng
霚	wù
霠	yīn
霤	liù
霢	mài
霧	wù
霩	kuò
霥	mèng
霣	yǔn
霭	ǎi
霨	wèi
霪	yín
霫	xí
霦	bīn
霳	lóng
霬	yì
霰	xiàn
霴	dài
霮	dàn
霵	jí
霯	tèng
霱	yù
霸	bà
露	lòu,lù
霹	pī
霿	méng
靀	méng
霶	pāng
霺	wēi
霷	yáng
霾	mái
霽	jì
霼	xì
靆	dài
靁	léi
靄	ǎi
靃	huò
靂	lì
靈	lìng
靅	fèi
靇	lóng
靉	ài
靊	fēng
靌	bǎo
靍	hè
靎	he
靋	lì
靏	he
靐	bìng
隹	zhuī
隽	juàn,jùn
难	nán,nàn
隼	sǔn
隻	zhī
隺	hú
雀	qiǎo,qiāo,què
隿	yì
雇	gù,hù
集	jí
雄	xióng
雅	yǎ,yā
雁	yàn
雋	jùn
雈	huán
雃	jiān
雂	qín
雏	chú
雊	gòu
雎	jū
雍	yōng
雉	zhì
雌	cí
雒	luò
雐	hū
雑	zá
雓	yú
雕	diāo
雔	chóu
雘	huò
雖	suī
雚	guàn
雠	chóu
雝	yōng
雙	shuāng
雛	chú
雞	jī
雜	zá
離	lí
雟	guī
雗	hàn
難	nán
雡	liù
雤	yù
雦	chóu
雥	zá
雧	jí
風	fēng
颩	diū
颪	guɑ
颫	fú
颬	xiā
颭	zhǎn
颮	biāo
颯	sà
颱	tái
颰	bá
颳	guā
颲	liè
颵	xiāo
颴	xuàn
颶	jù
颷	biāo
颺	yáng
颸	sī
颼	sōu
颾	sāo
颹	wěi
颿	fān
飀	liú
颽	kǎi
颻	yáo
飂	liáo,liù
飄	piāo
飃	piāo
飁	xí
飅	liú
飆	biāo
飇	biāo
飈	biāo
飊	biāo
飉	liáo
飋	sè
飌	fēng
飍	xiū
革	gé,jí
靪	dīng
靬	qián
靸	sǎ
靰	wù
靭	rèn
靱	rèn
靫	chá
靮	dí
靯	dù
靶	bà,bǎ
靳	jìn
靴	xuē
靷	yǐn
靹	nà
靵	niǔ
靲	qín
靼	dá
靺	mò
鞅	yàng,yāng
靿	yào
靽	bàn
鞁	bèi
鞆	bing
鞃	hóng
鞂	jiē
鞄	páo
鞀	táo
靾	xiè
靻	zǔ
鞍	ān
鞑	dá
鞒	qiáo
鞋	xié
鞌	ān
鞏	gǒng
鞈	gé
鞎	hén
鞊	jié
鞐	kō hā zēi
鞉	táo
鞗	tiáo
鞇	yīn
鞔	mán
鞘	qiào,shāo
鞓	tīng
鞕	biān
鞙	xuān
鞖	suī
鞞	bǐng
鞬	jiān
鞠	jū
鞚	kòng
鞟	kuò
鞡	lɑ
鞝	shàng
鞛	běng
鞜	tà
鞭	biān
鞮	dī
鞥	ēng
鞨	hé
鞯	jiān
鞫	jū
鞦	qiū
鞧	qiū
鞣	róu
鞤	bāng
鞢	xiè
鞪	mù
鞰	wēn
鞩	qiào
鞳	tà
鞴	bèi
鞲	gōu
鞶	pán
鞾	xuē
鞵	xié
鞱	tāo
鞹	kuò
鞸	bì
鞷	gé
鞻	lóu
鞺	tāng
鞽	qiáo
韃	dá
鞼	guì
鞿	jī
韂	chàn
韁	jiāng
韄	huò
韀	jiān
韈	wā
韅	xiǎn
韆	qiān
韇	dú
韉	jiān
韊	lán
骨	gǔ,gū
骩	wěi
骭	gàn
骫	wěi
骪	wěi
骮	yì
骬	yú
骱	jiè
骰	tóu
骯	āng
骳	bèi
骶	dǐ
骷	kū
骲	bào
骵	tǐ
骴	cī
骼	gé
骸	hái
骺	hóu
骹	qiāo
骻	kuà
骿	pián
骾	gěng
骽	tuǐ
髀	bì
髁	kē
髅	lóu
髂	qià
髃	yú
髋	kuān
髈	pǎng
髆	bó
髌	bìn
髉	bó
髇	xiāo
髎	liáo
髏	lóu
髍	mó
髓	suǐ
髐	xiāo
髒	zāng
髑	dú
體	tǐ
髕	bìn
髖	kuān
髗	lú
鬼	guǐ
鬽	mèi
魂	hún
魁	kuí
魀	gà
鬾	jì
鬿	qí
魃	bá
魄	bó,pò,tuò
魅	mèi
魆	xū
魇	yǎn
魉	liǎng
魈	xiāo
魋	tuí
魍	wǎng
魏	wèi
魊	yù
魎	liǎng
魌	qī
魑	chī
魓	bì
魐	gān
魔	mó
魒	piāo
魖	xū
魕	jī
魘	yǎn
魗	chǒu
魙	zhān
韭	jiǔ
韮	jiǔ
韯	xiān
韰	xiè
韱	xiān
韲	jī
面	miàn
靤	pào
靥	yè
靦	miǎn
靧	huì
靨	yè
首	shǒu
馗	kuí
馘	guó
韋	wéi
韌	rèn
韍	fú
韎	mèi
韐	gé
韏	quàn
韑	wěi
韒	qiào
韔	chàng
韓	hán
韕	kuò
韙	wěi
韞	yùn
韚	gé
韖	rǒu
韘	shè
韗	yùn
韛	bài
韡	wěi
韝	gōu
韜	tāo
韠	bì
韟	gāo
韢	suì
韣	dú
韤	wà
韥	dú
香	xiāng
馝	bì
馛	bó
馜	ní
馞	bó
馠	hān
馟	tú
馣	ān
馡	fēi
馢	jiān
馥	fù
馤	ài
馧	yūn
馦	xiān
馨	xīn
馪	pīn
馫	xīn
頁	yè
頂	dǐng
頃	qǐng
頄	qiú
項	xiàng
須	xū
頇	hān
順	shùn
頊	xù
頑	wán
頓	dùn
頒	bān
頌	sòng
頎	qí
頏	háng
預	yù
頋	ě
頍	kuǐ
頉	yí
頔	dí
頗	pō
領	lǐng
頖	pàn
頙	chè
頕	dān
頚	jǐng
頞	ě
頠	wěi
頫	fǔ
頡	jié
頜	hé
頟	é
頲	tǐng
頦	kē
頨	yǔ
頧	duǐ
頬	jiá
頢	kuò
頛	lèi
頪	lèi
頩	pīng
頝	qiāo
頣	shěn
頮	huì
頹	tuí
頼	lài
頭	tóu
頤	yí
頰	jiá
頸	jǐng
頻	bīn
頷	hàn
頴	yǐng
頳	chēng
頶	hú
頯	kuí
頱	luō
頺	tuí
頽	tuí
頥	yí
頵	jūn
顆	kē
顇	cuì
顀	chuí
顁	dìng
顄	hàn
顈	jiǒng
顂	lài
顅	qiān
顉	qīn
顃	tán
顊	yí
顑	kǎn
顋	sāi
題	tí
顒	yóng
顎	è
額	é
顔	yán
顓	zhuān
顐	wèn
顝	kuī
顕	xiǎn
顏	yán
頾	zī
頿	zī
顜	jiǎng
顗	yǐ
顛	diān
願	yuàn
類	lèi
顙	sǎng
顖	xìn
顚	diān
顣	cù
顠	piǎo
顢	mān
顟	láo
顡	wài
顥	hào
顧	gù
顦	qiáo
顤	yáo
顨	xùn
顫	chàn
顩	yǎn
顪	huì
顭	méng
顯	xiǎn
顬	rú
顮	bīn
顰	pín
顱	lú
顲	lǎn
顴	quán
顳	niè
音	yīn
韵	yùn
韴	zá
韶	sháo
韷	lè
韸	péng
韺	yīng
韹	huáng
韻	yùn
韼	péng
響	xiǎng
韽	ān
韾	yīn
頀	hù
髟	biāo
髠	kūn
髢	dí
髡	kūn
髧	dàn
髦	máo
髨	kūn
髤	xiū
髥	rán
髣	fǎng
髩	bìn
髪	fà
髲	bì
髳	máo
髯	rán
髫	tiáo
髰	tì
髮	fà
髴	fú
髱	bào
髬	pī
髻	jì
髹	xiū
髭	zī
髵	ér
髶	èr
髸	gōng
髺	kuò
髷	qū
鬇	zhēng
鬁	lì
髽	zhuā
髼	péng
鬀	tì
鬂	bìn
髾	shāo
髿	shā
鬅	péng
鬈	quán
鬃	zōng
鬆	sōng
鬄	tì
鬌	duǒ
鬋	jiǎn
鬏	jiū
鬎	là
鬍	hú
鬉	zōng
鬊	shùn
鬓	bìn
鬑	lián
鬐	qí
鬒	zhěn
鬕	mà
鬔	péng
鬘	mán
鬗	mán
鬖	sān
鬙	sēng
鬚	xū
鬜	qiān
鬝	qiān
鬟	huán
鬠	kuò
鬛	liè
鬞	nóng
鬡	níng
鬢	bìn
鬣	liè
鬤	ráng
鬯	chàng
鬰	yù
鬱	yù
鬥	dòu
鬦	dòu
鬧	nào
鬨	hòng
鬩	xì
鬪	dòu
鬫	kàn
鬬	dòu
鬭	dòu
鬮	jiū
高	gāo
髙	gāo
髚	qiào
髛	kāo
髜	qiǎo
髝	láo
髞	sào
鬲	gé,lì
鬳	yàn
鬴	fǔ
鬶	guī
鬵	zèng
鬷	zōng
鬸	liù
鬹	guī
鬺	shāng
鬻	yù
馬	mǎ
馭	yù
馮	féng
馱	tuó
馴	xùn
馳	chí
馰	dí
馯	hàn
馺	sà
馲	tuō
馵	zhù
駃	jué
馹	rì
駄	tuó
駁	bó
駂	bǎo
馾	dǎn
馸	xìn
駏	jù
馿	lú
馷	pèi
駇	wén
駆	qū
馶	zhī
馼	wén
駅	yì
駀	yóu
馻	yǔn
馽	zhí
駜	bì
駉	jiōng
駓	pī
駔	zǎng
駛	shǐ
駟	sì
駈	qū
駙	fù
駒	jū
駝	tuó
駐	zhù
駘	tái
駑	nú
駕	jià
駖	líng
駠	liú
駍	pēng
駊	pǒ
駞	tuó
駚	yǎng
駌	yuān
駋	zhāo
駗	zhěn
駎	zhòu
駬	ěr
駪	shēn
駡	mà
駰	yīn
駱	luò
駭	hài
駢	pián
駮	bó
駳	dàn
駧	dòng
駫	jiōng
駩	quán
駥	róng
駣	táo
駦	téng
駨	xún
駤	zhì
駲	zhou
駯	zhū
騃	ái
駹	máng
騁	chěng
騂	xīng
駿	jùn
駸	qīn
騀	ě
駴	hài
駻	hàn
駶	jú
駺	liáng
駵	liú
駷	sǒng
駼	tú
駾	tuì
駽	xuān
騑	fēi
騧	guā
騏	qí
騎	qí
騍	kè
騐	yàn
騅	zhuī
騆	zhōu
騉	kūn
騋	lái
騄	lù
騈	pián
騝	qián
騒	sāo
騇	shè
騊	táo
験	yàn
騌	zōng
騞	huō
騠	tí
騢	xiá
騣	zōng
騲	cǎo
騭	zhì
騟	yú
騙	piàn
騷	sāo
騤	kuí
騖	wù
騘	cōng
騛	fēi
騔	gé
騩	guī
騜	huáng
騗	piàn
騚	qián
騡	quán
騥	róu
騦	sī
騪	sōu
騨	tuó
騕	yǎo
驀	mò
騫	qiān
驁	ào
驊	huá
騮	liú
騶	zōu
騸	shàn
騰	téng
騯	péng
驆	bì
騬	chéng
騳	dú
騱	xí
騴	yàn
騵	yuán
騿	zhāng
驅	qū
驃	piào
騾	luó
驄	cōng
驂	cān
騺	zhì
騼	lù
騹	qí
騻	shuāng
騽	xí
驉	xū
驇	zhì
驐	dūn
驍	xiāo
驚	jīng
驕	jiāo
驋	bō
驓	céng
驔	diàn
驎	lín
驑	liú
驒	tuó
驈	yù
驏	zhàn
驘	luó
驛	yì
驗	yàn
驌	sù
驖	tiě
驜	yè
驙	zhān
驞	pīn
驝	tuó
驟	zhòu
驥	jì
驢	lǘ
驣	téng
驠	yàn
驩	huān
驦	shuāng
驤	xiāng
驧	jú
驡	lóng
驨	xí
驪	lí
驫	biāo
黒	hēi
黄	huáng
黃	huáng
黆	guāng
黅	jīn
黉	hóng
黇	tiān
黈	tǒu
黊	huà
黋	kuàng
黌	hóng
鹵	lǔ
鹶	jīn
鹷	líng
鹸	jiǎn
鹹	xián
鹺	cuó
鹻	jiǎn
鹽	yán
鹼	jiǎn
鹿	lù
麂	jǐ
麀	yōu
麁	cū
麃	biāo,páo
麄	cū
麇	jūn,qún
麅	páo
麈	zhǔ
麆	zhù
麋	mí
麉	jiɑn
麊	mí
麐	lín
麎	chén
麏	jūn
麍	liú
麌	yǔ
麖	jīng
麓	lù
麑	ní
麒	qí
麕	jūn
麗	lì
麔	jiù
麚	jiā
麛	mí
麙	xián
麘	xiāng
麝	shè
麜	lì
麞	zhāng
麟	lín
麠	jīng
麡	qí
麢	líng
麣	yán
麤	cū
麻	má,mā
麽	mó
麼	mó
麾	huī
麿	mí
黀	zōu
黁	nún
麥	mài
麧	hé
麨	chǎo
麩	fū
麪	miàn
麫	miàn
麬	fū
麭	pào
麮	qù
麰	móu
麯	qū
麱	fū
麲	xiàn
麴	qū
麳	lái
麵	miàn
麶	chi
麷	fēng
鳥	niǎo
鳦	yǐ
鳩	jiū
鳯	fèng
鳪	bú
鳭	diāo
鳧	fú
鳮	jī
鳨	lì
鳰	nì ō
鳫	yàn
鳳	fèng
鳶	yuān
鳴	míng
鳲	shī
鳵	bǎo
鳱	gān
鴃	jué
鳾	shī
鴈	yàn
鴉	yā
鴇	bǎo
鴆	zhèn
鴁	yāo
鳻	bān
鳷	zhī
鴋	fāng
鴌	fèng
